n,eps_cinf,eps_hann,eps_std
1811,2.6105717768668493619e-48,1.017756057041711e-09,1.475537532845881e-02
1812,2.5421661427849257962e-48,1.016347714036329e-09,1.475107481905878e-02
1813,2.4736750930066912821e-48,1.014942085005551e-09,1.474677767288906e-02
1814,2.4054150469225428966e-48,1.013539163199721e-09,1.474248388524752e-02
1815,2.3372675842717632591e-48,1.012138941899709e-09,1.473819345144112e-02
1816,2.2695428399390123821e-48,1.010741414423835e-09,1.473390636678585e-02
1817,2.2021098908904268683e-48,1.009346574103334e-09,1.472962262660673e-02
1818,2.1352704922914092404e-48,1.007954414289182e-09,1.472534222623777e-02
1819,2.0688836467551458720e-48,1.006564928357486e-09,1.472106516102198e-02
1820,2.0032410103227410259e-48,1.005178109697311e-09,1.471679142631130e-02
1821,1.9381937930383754240e-48,1.003793951697307e-09,1.471252101746663e-02
1822,1.8740221609112796604e-48,1.002412447796901e-09,1.470825392985776e-02
1823,1.8105716575593940931e-48,1.001033591455806e-09,1.470399015886340e-02
1824,1.7481098559488329308e-48,9.996573761537391e-10,1.469972969987110e-02
1825,1.6864786005562563483e-48,9.982837954066780e-10,1.469547254827727e-02
1826,1.6259320210315786334e-48,9.969128426783780e-10,1.469121869948714e-02
1827,1.5663100723415444553e-48,9.955445114895220e-10,1.468696814891475e-02
1828,1.5078528126350593638e-48,9.941787954174302e-10,1.468272089198292e-02
1829,1.4503999639772018587e-48,9.928156880254524e-10,1.467847692412321e-02
1830,1.3941770800883990583e-48,9.914551828865986e-10,1.467423624077596e-02
1831,1.3390251610579821842e-48,9.900972736325142e-10,1.466999883739019e-02
1832,1.2851549949885923991e-48,9.887419538761940e-10,1.466576470942362e-02
1833,1.2324102347809768522e-48,9.873892172225207e-10,1.466153385234266e-02
1834,1.1809867928878705885e-48,9.860390573803153e-10,1.465730626162236e-02
1835,1.1307322250599496479e-48,9.846914680267805e-10,1.465308193274641e-02
1836,1.0818275912996714360e-48,9.833464428666380e-10,1.464886086120711e-02
1837,1.0341254884728193159e-48,9.820039756222435e-10,1.464464304250533e-02
1838,9.8779226505318886016e-49,9.806640600408794e-10,1.464042847215053e-02
1839,9.4268659983574813055e-49,9.793266898731096e-10,1.463621714566071e-02
1840,8.9896037504761384332e-49,9.779918588764861e-10,1.463200905856240e-02
1841,8.5647931011588438560e-49,9.766595608445761e-10,1.462780420639063e-02
1842,8.1538115903259698471e-49,9.753297895957962e-10,1.462360258468891e-02
1843,7.7553957418510420535e-49,9.740025389677296e-10,1.461940418900923e-02
1844,7.3707860137972510828e-49,9.726778028093361e-10,1.461520901491200e-02
1845,6.9988066676911198036e-49,9.713555750065168e-10,1.461101705796607e-02
1846,6.6405659872501802299e-49,9.700358494437062e-10,1.460682831374869e-02
1847,6.2949839780986601964e-49,9.687186200145592e-10,1.460264277784549e-02
1848,5.9630422130934544166e-49,9.674038806390780e-10,1.459846044585045e-02
1849,5.6437640746396770206e-49,9.660916252584567e-10,1.459428131336592e-02
1850,5.3380101959863697939e-49,9.647818478434759e-10,1.459010537600253e-02
1851,5.0449144425817336799e-49,9.634745423882443e-10,1.458593262937923e-02
1852,4.7652221341384634884e-49,9.621697028681172e-10,1.458176306912327e-02
1853,4.4981836998409053498e-49,9.608673232785205e-10,1.457759669087013e-02
1854,4.2444337883661493092e-49,9.595673976819699e-10,1.457343349026353e-02
1855,4.0033433357141167326e-49,9.582699201044860e-10,1.456927346295543e-02
1856,3.7754384863903079790e-49,9.569748845924041e-10,1.456511660460598e-02
1857,3.5602103972398982784e-49,9.556822852640080e-10,1.456096291088351e-02
1858,3.3580739472381630945e-49,9.543921162312795e-10,1.455681237746451e-02
1859,3.1686325800195785212e-49,9.531043716005264e-10,1.455266500003360e-02
1860,2.9921786979149331797e-49,9.518190454966214e-10,1.454852077428354e-02
1861,2.8284077859857293397e-49,9.505361320845878e-10,1.454437969591517e-02
1862,2.6774662247692623960e-49,9.492556255242486e-10,1.454024176063744e-02
1863,2.5391044820915171787e-49,9.479775199957113e-10,1.453610696416733e-02
1864,2.4132853258903700649e-49,9.467018097255291e-10,1.453197530222988e-02
1865,2.2997597975299784675e-49,9.454284889377185e-10,1.452784677055814e-02
1866,2.1982607545400568295e-49,9.441575518606775e-10,1.452372136489319e-02
1867,2.1084772227222145710e-49,9.428889927679356e-10,1.451959908098407e-02
1868,2.0298742466263280624e-49,9.416228059167180e-10,1.451547991458779e-02
1869,1.9620297403870001416e-49,9.403589855738193e-10,1.451136386146930e-02
1870,1.9041375923541371661e-49,9.390975260725787e-10,1.450725091740150e-02
1871,1.8556548681230065914e-49,9.378384217431185e-10,1.450314107816517e-02
1872,1.8155550426705237299e-49,9.365816669130131e-10,1.449903433954899e-02
1873,1.7832147364447570427e-49,9.353272559603122e-10,1.449493069734952e-02
1874,1.7574858156578737811e-49,9.340751832377234e-10,1.449083014737114e-02
1875,1.7377381915484042191e-49,9.328254431281919e-10,1.448673268542610e-02
1876,1.7228169795289473349e-49,9.315780300479350e-10,1.448263830733444e-02
1877,1.7121591034242320382e-49,9.303329384033855e-10,1.447854700892399e-02
1878,1.7046978125233668959e-49,9.290901626478900e-10,1.447445878603038e-02
1879,1.6999846961651350906e-49,9.278496972512696e-10,1.447037363449697e-02
1880,1.6970974406751072259e-49,9.266115366829402e-10,1.446629155017487e-02
1881,1.6957174036828061939e-49,9.253756754033689e-10,1.446221252892291e-02
1882,1.6950861373257774440e-49,9.241421079283198e-10,1.445813656660762e-02
1883,1.6950053647837756023e-49,9.229108288023244e-10,1.445406365910321e-02
1884,1.6948750288848613922e-49,9.216818325331037e-10,1.444999380229156e-02
1885,1.6945952875219637787e-49,9.204551136666667e-10,1.444592699206220e-02
1886,1.6937065048583821006e-49,9.192306667980212e-10,1.444186322431227e-02
1887,1.6921821726864596235e-49,9.180084865181761e-10,1.443780249494654e-02
1888,1.6896812116981097639e-49,9.167885673912669e-10,1.443374479987736e-02
1889,1.6862274156652876823e-49,9.155709040219694e-10,1.442969013502465e-02
1890,1.6815771261015955299e-49,9.143554910731673e-10,1.442563849631590e-02
1891,1.6757855532616726359e-49,9.131423231943526e-10,1.442158987968612e-02
1892,1.6686879669701958856e-49,9.119313950367086e-10,1.441754428107785e-02
1893,1.6603565367419450111e-49,9.107227012684617e-10,1.441350169644114e-02
1894,1.6506900515347536981e-49,9.095162365851397e-10,1.440946212173350e-02
1895,1.6397670949619523353e-49,9.083119956921876e-10,1.440542555291992e-02
1896,1.6275374281604724821e-49,9.071099733241881e-10,1.440139198597284e-02
1897,1.6140786610218087425e-49,9.059101642257168e-10,1.439736141687214e-02
1898,1.5993813978662371006e-49,9.047125631461905e-10,1.439333384160508e-02
1899,1.5835173101227141375e-49,9.035171648524020e-10,1.438930925616634e-02
1900,1.5665096695825184555e-49,9.023239641199498e-10,1.438528765655798e-02
1901,1.5484210478683448636e-49,9.011329557692961e-10,1.438126903878941e-02
1902,1.5293007546345639695e-49,8.999441345979319e-10,1.437725339887739e-02
1903,1.5092004153631300987e-49,8.987574953979088e-10,1.437324073284599e-02
1904,1.4881899637725184713e-49,8.975730330562423e-10,1.436923103672661e-02
1905,1.4663091768741281363e-49,8.963907424508974e-10,1.436522430655793e-02
1906,1.4436441564802487608e-49,8.952106184376420e-10,1.436122053838590e-02
1907,1.4202225966941358589e-49,8.940326559248052e-10,1.435721972826373e-02
1908,1.3961430713677087217e-49,8.928568497897946e-10,1.435322187225187e-02
1909,1.3714214219889518983e-49,8.916831949325351e-10,1.434922696641800e-02
1910,1.3461656074485746706e-49,8.905116863091854e-10,1.434523500683698e-02
1911,1.3203801630823880692e-49,8.893423188730005e-10,1.434124598959089e-02
1912,1.2941798397653764053e-49,8.881750875748362e-10,1.433725991076896e-02
1913,1.2675586210527147831e-49,8.870099874028908e-10,1.433327676646758e-02
1914,1.2406358623500468509e-49,8.858470133509026e-10,1.432929655279028e-02
1915,1.2133958789993945646e-49,8.846861603809938e-10,1.432531926584771e-02
1916,1.1859607806415397178e-49,8.835274235337707e-10,1.432134490175761e-02
1917,1.1583061700838138908e-49,8.823707978926277e-10,1.431737345664483e-02
1918,1.1305553444138529554e-49,8.812162784878228e-10,1.431340492664129e-02
1919,1.1026761804560555541e-49,8.800638603394790e-10,1.430943930788593e-02
1920,1.0747918368431471199e-49,8.789135385287037e-10,1.430547659652477e-02
1921,1.0468634522508779057e-49,8.777653082244861e-10,1.430151678871083e-02
1922,1.0190129274978662521e-49,8.766191644699509e-10,1.429755988060413e-02
1923,9.9119563123319167375e-50,8.754751023313680e-10,1.429360586837170e-02
1924,9.6353126556533619409e-50,8.743331169870808e-10,1.428965474818750e-02
1925,9.3597036290718380834e-50,8.731932035806502e-10,1.428570651623250e-02
1926,9.0862964093713901031e-50,8.720553572921516e-10,1.428176116869457e-02
1927,8.8145568542630010183e-50,8.709195732959312e-10,1.427781870176851e-02
1928,8.5456157950419678279e-50,8.697858467690817e-10,1.427387911165604e-02
1929,8.2789080140058509753e-50,8.686541729105120e-10,1.426994239456575e-02
1930,8.0155226852013627742e-50,8.675245469443269e-10,1.426600854671313e-02
1931,7.7548713655275488551e-50,8.663969641036933e-10,1.426207756432050e-02
1932,7.4979973061512280266e-50,8.652714196137834e-10,1.425814944361705e-02
1933,7.2442961320350506916e-50,8.641479087226531e-10,1.425422418083878e-02
1934,6.9947618275818363291e-50,8.630264267119981e-10,1.425030177222850e-02
1935,6.7487808228984986631e-50,8.619069688620828e-10,1.424638221403582e-02
1936,6.5072953047767574113e-50,8.607895304732782e-10,1.424246550251713e-02
1937,6.2696887015790521678e-50,8.596741068611515e-10,1.423855163393558e-02
1938,6.0368495892209788959e-50,8.585606933515073e-10,1.423464060456107e-02
1939,5.8081640655674299990e-50,8.574492852855230e-10,1.423073241067023e-02
1940,5.5844659159816766423e-50,8.563398780078493e-10,1.422682704854641e-02
1941,5.3651490871791529841e-50,8.552324668663052e-10,1.422292451447965e-02
1942,5.1509919540223346934e-50,8.541270472395463e-10,1.421902480476669e-02
1943,4.9414010360524575867e-50,8.530236145532855e-10,1.421512791571092e-02
1944,4.7370991726837867056e-50,8.519221641748057e-10,1.421123384362241e-02
1945,4.5375097670380334580e-50,8.508226914860026e-10,1.420734258481784e-02
1946,4.3433004367415545460e-50,8.497251919571217e-10,1.420345413562054e-02
1947,4.1539154130478050026e-50,8.486296610409851e-10,1.419956849236043e-02
1948,3.9699677952199362044e-50,8.475360941704822e-10,1.419568565137404e-02
1949,3.7909262720040898237e-50,8.464444867999056e-10,1.419180560900444e-02
1950,3.6173504751406780209e-50,8.453548344178643e-10,1.418792836160132e-02
1951,3.4487369185987604206e-50,8.442671325361432e-10,1.418405390552086e-02
1952,3.2855931271543697516e-50,8.431813766425448e-10,1.418018223712580e-02
1953,3.1274465993333002494e-50,8.420975622351362e-10,1.417631335278541e-02
1954,2.9747543866008685200e-50,8.410156848772838e-10,1.417244724887544e-02
1955,2.8270779700809570205e-50,8.399357401161952e-10,1.416858392177812e-02
1956,2.6848257921227553047e-50,8.388577234884637e-10,1.416472336788219e-02
1957,2.5475961827782244422e-50,8.377816305461778e-10,1.416086558358279e-02
1958,2.4157510081354522198e-50,8.367074568704678e-10,1.415701056528156e-02
1959,2.2889281724086236513e-50,8.356351980760898e-10,1.415315830938653e-02
1960,2.1674450611350459239e-50,8.345648497654460e-10,1.414930881231216e-02
1961,2.0509816500563042355e-50,8.334964075499749e-10,1.414546207047930e-02
1962,1.9398128102350797810e-50,8.324298670747196e-10,1.414161808031518e-02
1963,1.8336626296966671740e-50,8.313652239559269e-10,1.413777683825342e-02
1964,1.7327649538287401967e-50,8.303024738364958e-10,1.413393834073395e-02
1965,1.6368890979658606196e-50,8.292416123962119e-10,1.413010258420310e-02
1966,1.5462282955653661276e-50,8.281826353265535e-10,1.412626956511347e-02
1967,1.4605964440507640006e-50,8.271255383546259e-10,1.412243927992399e-02
1968,1.3801445612644582461e-50,8.260703171768109e-10,1.411861172509991e-02
1969,1.3047274253748422816e-50,8.250169674615981e-10,1.411478689711272e-02
1970,1.2344489356201938077e-50,8.239654849215764e-10,1.411096479244020e-02
1971,1.1691963316870399426e-50,8.229158653113243e-10,1.410714540756639e-02
1972,1.1090169017444143724e-50,8.218681043818809e-10,1.410332873898155e-02
1973,1.0538157786311066881e-50,8.208221978712631e-10,1.409951478318218e-02
1974,1.0035692401480169229e-50,8.197781415727731e-10,1.409570353667098e-02
1975,9.5817979607629832885e-51,8.187359312863316e-10,1.409189499595684e-02
1976,9.1753575608457614540e-51,8.176955628184288e-10,1.408808915755485e-02
1977,8.8151426891757990015e-51,8.166570319555400e-10,1.408428601798625e-02
1978,8.4990256420528608460e-51,8.156203345297964e-10,1.408048557377846e-02
1979,8.2253533351694023635e-51,8.145854663861395e-10,1.407668782146499e-02
1980,7.9909859817975311372e-51,8.135524233711614e-10,1.407289275758554e-02
1981,7.7938195756349751793e-51,8.125212012876641e-10,1.406910037868587e-02
1982,7.6298946174553208518e-51,8.114917959967334e-10,1.406531068131787e-02
1983,7.4968075826644579011e-51,8.104642033281061e-10,1.406152366203948e-02
1984,7.3901406906371460853e-51,8.094384192475461e-10,1.405773931741475e-02
1985,7.3074597404273192875e-51,8.084144398178862e-10,1.405395764401376e-02
1986,7.2443077035806246635e-51,8.073922608327428e-10,1.405017863841264e-02
1987,7.1984904887972814410e-51,8.063718782390137e-10,1.404640229719355e-02
1988,7.1658631940470897694e-51,8.053532878019794e-10,1.404262861694467e-02
1989,7.1446526642537809781e-51,8.043364855155868e-10,1.403885759426016e-02
1990,7.1312421865123013766e-51,8.033214674831248e-10,1.403508922574020e-02
1991,7.1243442646282996868e-51,8.023082296138106e-10,1.403132350799092e-02
1992,7.1209530730946454827e-51,8.012967678581140e-10,1.402756043762442e-02
1993,7.1202405206422055799e-51,8.002870781860834e-10,1.402380001125876e-02
1994,7.1198007113057735155e-51,7.992791566224273e-10,1.402004222551790e-02
1995,7.1191891196060936772e-51,7.982729991881311e-10,1.401628707703176e-02
1996,7.1165390280563208345e-51,7.972686018994797e-10,1.401253456243614e-02
1997,7.1116982383742031163e-51,7.962659607830591e-10,1.400878467837274e-02
1998,7.1032606000611825827e-51,7.952650719201155e-10,1.400503742148915e-02
1999,7.0912799251723610457e-51,7.942659313545786e-10,1.400129278843883e-02
2000,7.0747322939550172522e-51,7.932685351341474e-10,1.399755077588107e-02
2001,7.0538050277913615783e-51,7.922728793223634e-10,1.399381138048102e-02
2002,7.0277865228272485077e-51,7.912789600325363e-10,1.399007459890966e-02
2003,6.9969409163540833939e-51,7.902867733824486e-10,1.398634042784378e-02
2004,6.9608098319778782461e-51,7.892963154478407e-10,1.398260886396597e-02
2005,6.9196920143728763649e-51,7.883075823486776e-10,1.397887990396461e-02
2006,6.8733337019538138226e-51,7.873205702461550e-10,1.397515354453385e-02
2007,6.8220380291061808185e-51,7.863352752675701e-10,1.397142978237361e-02
2008,6.7657163079206761822e-51,7.853516935622913e-10,1.396770861418957e-02
2009,6.7046552326424426413e-51,7.843698213141302e-10,1.396399003669312e-02
2010,6.6388990987860642508e-51,7.833896546896883e-10,1.396027404660140e-02
2011,6.5687044375269283828e-51,7.824111898529382e-10,1.395656064063724e-02
2012,6.4942224037030966228e-51,7.814344230035283e-10,1.395284981552919e-02
2013,6.4156709059741369046e-51,7.804593503665898e-10,1.394914156801147e-02
2014,6.3332865633892207210e-51,7.794859681645288e-10,1.394543589482397e-02
2015,6.2472440391184686473e-51,7.785142726024900e-10,1.394173279271226e-02
2016,6.1578477662191462076e-51,7.775442598896989e-10,1.393803225842754e-02
2017,6.0652272976812219561e-51,7.765759262821857e-10,1.393433428872665e-02
2018,5.9697402104723571472e-51,7.756092680682367e-10,1.393063888037205e-02
2019,5.8714710374888361442e-51,7.746442815114808e-10,1.392694603013181e-02
2020,5.7708182212082509798e-51,7.736809628677864e-10,1.392325573477962e-02
2021,5.6678227250732601962e-51,7.727193084310340e-10,1.391956799109471e-02
2022,5.5629135185528933701e-51,7.717593145176457e-10,1.391588279586192e-02
2023,5.4560903692289575685e-51,7.708009774252895e-10,1.391220014587164e-02
2024,5.3478040267795971377e-51,7.698442934588211e-10,1.390852003791979e-02
2025,5.2380160380172034757e-51,7.688892589486645e-10,1.390484246880786e-02
2026,5.1271915075579803824e-51,7.679358702349581e-10,1.390116743534283e-02
2027,5.0152571023909980517e-51,7.669841236660249e-10,1.389749493433721e-02
2028,4.9026859664655064994e-51,7.660340155917641e-10,1.389382496260900e-02
2029,4.7893734214829329055e-51,7.650855423758952e-10,1.389015751698169e-02
2030,4.6757952767321723920e-51,7.641387004203960e-10,1.388649259428425e-02
2031,4.5618191113896665859e-51,7.631934860930884e-10,1.388283019135109e-02
2032,4.4479188326388608710e-51,7.622498957782345e-10,1.387917030502209e-02
2033,4.3339378575851423305e-51,7.613079259190371e-10,1.387551293214256e-02
2034,4.2203443203712379236e-51,7.603675729103767e-10,1.387185806956326e-02
2035,4.1069609696126207642e-51,7.594288331651217e-10,1.386820571414031e-02
2036,3.9942469010981322203e-51,7.584917031311642e-10,1.386455586273528e-02
2037,3.8820075565603450214e-51,7.575561792385715e-10,1.386090851221511e-02
2038,3.7706902576675117093e-51,7.566222579532697e-10,1.385726365945213e-02
2039,3.6600863384634366034e-51,7.556899357382741e-10,1.385362130132401e-02
2040,3.5506290757978075290e-51,7.547592090739880e-10,1.384998143471381e-02
2041,3.4420987134779623750e-51,7.538300744637894e-10,1.384634405650990e-02
2042,3.3349126226360644302e-51,7.529025283828155e-10,1.384270916360600e-02
2043,3.2288427816963202051e-51,7.519765673035229e-10,1.383907675290114e-02
2044,3.1242891571281187914e-51,7.510521877443437e-10,1.383544682129967e-02
2045,3.0210180898789430353e-51,7.501293862465721e-10,1.383181936571121e-02
2046,2.9194109630076183609e-51,7.492081593258162e-10,1.382819438305068e-02
2047,2.8192309116458513006e-51,7.482885035419650e-10,1.382457187023828e-02
2048,2.7208398402228601477e-51,7.473704154427868e-10,1.382095182419946e-02
2049,2.6239999181394135507e-51,7.464538915478962e-10,1.381733424186491e-02
2050,2.5290529271727446534e-51,7.455389284515330e-10,1.381371912017059e-02
2051,2.4357621273442765582e-51,7.446255227478443e-10,1.381010645605764e-02
2052,2.3444487563964554405e-51,7.437136709968159e-10,1.380649624647244e-02
2053,2.2548790480305514658e-51,7.428033697806096e-10,1.380288848836658e-02
2054,2.1673534720093509344e-51,7.418946157299808e-10,1.379928317869684e-02
2055,2.0816429581079293578e-51,7.409874054679375e-10,1.379568031442515e-02
2056,1.9980271594385787785e-51,7.400817356001233e-10,1.379207989251864e-02
2057,1.9162832780933295187e-51,7.391776027414333e-10,1.378848190994960e-02
2058,1.8366702577534377704e-51,7.382750035375964e-10,1.378488636369544e-02
2059,1.7589730190756744882e-51,7.373739346622435e-10,1.378129325073873e-02
2060,1.6834300425633218308e-51,7.364743927542738e-10,1.377770256806714e-02
2061,1.6098353012065626490e-51,7.355763744763763e-10,1.377411431267347e-02
2062,1.5384071829500715971e-51,7.346798765195313e-10,1.377052848155563e-02
2063,1.4689499528256471040e-51,7.337848955480826e-10,1.376694507171659e-02
2064,1.4016623881485112642e-51,7.328914282605128e-10,1.376336408016443e-02
2065,1.3363602100712753094e-51,7.319994713754056e-10,1.375978550391227e-02
2066,1.2732231659723854410e-51,7.311090216031068e-10,1.375620933997830e-02
2067,1.2120795382517968679e-51,7.302200756521403e-10,1.375263558538578e-02
2068,1.1530907096492521926e-51,7.293326302481599e-10,1.374906423716295e-02
2069,1.0960985814845229520e-51,7.284466821405557e-10,1.374549529234313e-02
2070,1.0412469019879891895e-51,7.275622280632850e-10,1.374192874796462e-02
2071,9.8839220156472983156e-52,7.266792647593525e-10,1.373836460107072e-02
2072,9.3766135621984873535e-52,7.257977890040819e-10,1.373480284870975e-02
2073,8.8892646515104848870e-52,7.249177975784171e-10,1.373124348793498e-02
2074,8.4229826837168470835e-52,7.240392872637818e-10,1.372768651580466e-02
2075,7.9766523818656457138e-52,7.231622548465702e-10,1.372413192938201e-02
2076,7.5512258467609442321e-52,7.222866971100682e-10,1.372057972573518e-02
2077,7.1457568570584203532e-52,7.214126108616282e-10,1.371702990193727e-02
2078,6.7610451795753266642e-52,7.205399929294850e-10,1.371348245506629e-02
2079,6.3963137781781780238e-52,7.196688401992214e-10,1.370993738220520e-02
2080,6.0522070786606445910e-52,7.187991494264551e-10,1.370639468044182e-02
2081,5.7281081953734198368e-52,7.179309174261165e-10,1.370285434686890e-02
2082,5.4244931277020881472e-52,7.170641410754711e-10,1.369931637858406e-02
2083,5.1408814958314422823e-52,7.161988171857164e-10,1.369578077268979e-02
2084,4.8775529833233308559e-52,7.153349426670850e-10,1.369224752629345e-02
2085,4.6341197776528706832e-52,7.144725143980936e-10,1.368871663650725e-02
2086,4.4106195390042731838e-52,7.136115292484845e-10,1.368518810044824e-02
2087,4.2066904258073214098e-52,7.127519841063914e-10,1.368166191523831e-02
2088,4.0220680474508930525e-52,7.118938758768488e-10,1.367813807800415e-02
2089,3.8563342271021065174e-52,7.110372014804103e-10,1.367461658587729e-02
2090,3.7088639749984423593e-52,7.101819578190775e-10,1.367109743599404e-02
2091,3.5791059662323313099e-52,7.093281417935963e-10,1.366758062549550e-02
2092,3.4660464148486876466e-52,7.084757503394514e-10,1.366406615152756e-02
2093,3.3689610214404181582e-52,7.076247804003161e-10,1.366055401124088e-02
2094,3.2864794242417167691e-52,7.067752289217147e-10,1.365704420179085e-02
2095,3.2177256886640567982e-52,7.059270928639030e-10,1.365353672033765e-02
2096,3.1610748139637951624e-52,7.050803691918695e-10,1.365003156404618e-02
2097,3.1155782658989142863e-52,7.042350548498815e-10,1.364652873008606e-02
2098,3.0795038671862305534e-52,7.033911468220187e-10,1.364302821563165e-02
2099,3.0519345929623993300e-52,7.025486421174940e-10,1.363953001786198e-02
2100,3.0311793842143168021e-52,7.017075377306003e-10,1.363603413396082e-02
2101,3.0164419786550854896e-52,7.008678306537133e-10,1.363254056111661e-02
2102,3.0061840218364151344e-52,7.000295178814365e-10,1.362904929652247e-02
2103,2.9997808186736886313e-52,6.991925964374310e-10,1.362556033737618e-02
2104,2.9959078390613633793e-52,6.983570633535918e-10,1.362207368088019e-02
2105,2.9941230053757855684e-52,6.975229156558185e-10,1.361858932424158e-02
2106,2.9933331065475518046e-52,6.966901503924753e-10,1.361510726467209e-02
2107,2.9932619270997025660e-52,6.958587646150695e-10,1.361162749938808e-02
2108,2.9930367375730355017e-52,6.950287553665396e-10,1.360815002561052e-02
2109,2.9925168036355523505e-52,6.942001197032984e-10,1.360467484056499e-02
2110,2.9910250149756330051e-52,6.933728547193451e-10,1.360120194148168e-02
2111,2.9885226613001857066e-52,6.925469575027420e-10,1.359773132559536e-02
2112,2.9844990894496830556e-52,6.917224251187061e-10,1.359426299014538e-02
2113,2.9789869780990608603e-52,6.908992546584885e-10,1.359079693237565e-02
2114,2.9716139741423828605e-52,6.900774432143063e-10,1.358733314953466e-02
2115,2.9624587356372922952e-52,6.892569879037190e-10,1.358387163887543e-02
2116,2.9512623409614059450e-52,6.884378858604737e-10,1.358041239765554e-02
2117,2.9381296200230121984e-52,6.876201342080744e-10,1.357695542313707e-02
2118,2.9228940931290999099e-52,6.868037300684285e-10,1.357350071258664e-02
2119,2.9056719872124976874e-52,6.859886705706680e-10,1.357004826327540e-02
2120,2.8863719440533543456e-52,6.851749528578269e-10,1.356659807247896e-02
2121,2.8651109596503723268e-52,6.843625740937878e-10,1.356315013747744e-02
2122,2.8418586376693621964e-52,6.835515314387027e-10,1.355970445555546e-02
2123,2.8167253686320952270e-52,6.827418220679384e-10,1.355626102400209e-02
2124,2.7897301593211480704e-52,6.819334431592801e-10,1.355281984011087e-02
2125,2.7609718966845014400e-52,6.811263918662134e-10,1.354938090117980e-02
2126,2.7305095245182808204e-52,6.803206653876315e-10,1.354594420451131e-02
2127,2.6984273756116776776e-52,6.795162609407355e-10,1.354250974741228e-02
2128,2.6648165335272983094e-52,6.787131757342295e-10,1.353907752719400e-02
2129,2.6297450842752462223e-52,6.779114069919326e-10,1.353564754117220e-02
2130,2.5933297839890335533e-52,6.771109519140492e-10,1.353221978666699e-02
2131,2.5556217646363408211e-52,6.763118077165586e-10,1.352879426100290e-02
2132,2.5167580527039775865e-52,6.755139716370611e-10,1.352537096150882e-02
2133,2.4767728242445780432e-52,6.747174409209008e-10,1.352194988551806e-02
2134,2.4358188334508289019e-52,6.739222128130535e-10,1.351853103036826e-02
2135,2.3939137951511965204e-52,6.731282845625949e-10,1.351511439340145e-02
2136,2.3512223493189324250e-52,6.723356534420584e-10,1.351169997196398e-02
2137,2.3077465856805470053e-52,6.715443167300422e-10,1.350828776340658e-02
2138,2.2636597655693590970e-52,6.707542717242122e-10,1.350487776508428e-02
2139,2.2189494161970159743e-52,6.699655156515565e-10,1.350146997435645e-02
2140,2.1737946371271732843e-52,6.691780458086174e-10,1.349806438858678e-02
2141,2.1281695970716908565e-52,6.683918595187925e-10,1.349466100514324e-02
2142,2.0822568561639960354e-52,6.676069540657908e-10,1.349125982139814e-02
2143,2.0360185073120804652e-52,6.668233267695469e-10,1.348786083472802e-02
2144,1.9896385386164033618e-52,6.660409749770224e-10,1.348446404251375e-02
2145,1.9430682824376120063e-52,6.652598960088924e-10,1.348106944214045e-02
2146,1.8964914185754305636e-52,6.644800871603424e-10,1.347767703099750e-02
2147,1.8498498329804156074e-52,6.637015457702578e-10,1.347428680647852e-02
2148,1.8033254174152433410e-52,6.629242691881289e-10,1.347089876598139e-02
2149,1.7568519001032634568e-52,6.621482547772376e-10,1.346751290690823e-02
2150,1.7106081286224345560e-52,6.613734999055120e-10,1.346412922666535e-02
2151,1.6645209194137236919e-52,6.606000019214399e-10,1.346074772266332e-02
2152,1.6187650156969522095e-52,6.598277581962971e-10,1.345736839231689e-02
2153,1.5732615134010776748e-52,6.590567661292198e-10,1.345399123304501e-02
2154,1.5281801637591858480e-52,6.582870230835234e-10,1.345061624227083e-02
2155,1.4834374709244713065e-52,6.575185264314134e-10,1.344724341742167e-02
2156,1.4391974589589177996e-52,6.567512736025555e-10,1.344387275592903e-02
2157,1.3953731017087163454e-52,6.559852620097029e-10,1.344050425522857e-02
2158,1.3521220959095894584e-52,6.552204890492116e-10,1.343713791276011e-02
2159,1.3093548769823836754e-52,6.544569521347395e-10,1.343377372596761e-02
2160,1.2672223339962579994e-52,6.536946487078361e-10,1.343041169229917e-02
2161,1.2256332858008416621e-52,6.529335762175804e-10,1.342705180920701e-02
2162,1.1847314398933098935e-52,6.521737320930565e-10,1.342369407414749e-02
2163,1.1444248514172949034e-52,6.514151137712478e-10,1.342033848458106e-02
2164,1.1048497670050173605e-52,6.506577186877636e-10,1.341698503797228e-02
2165,1.0659142641905028702e-52,6.499015442920382e-10,1.341363373178982e-02
2166,1.0277469335867470469e-52,6.491465880627047e-10,1.341028456350641e-02
2167,9.9025659762837880446e-53,6.483928474861419e-10,1.340693753059888e-02
2168,9.5356407061138077060e-53,6.476403200376305e-10,1.340359263054812e-02
2169,9.1757958278153133315e-53,6.468890031890540e-10,1.340024986083907e-02
2170,8.8241611846719802509e-53,6.461388944411407e-10,1.339690921896074e-02
2171,8.4798592371203158583e-53,6.453899912773897e-10,1.339357070240616e-02
2172,8.1439415864461338323e-53,6.446422911983155e-10,1.339023430867244e-02
2173,7.8155564344756001945e-53,6.438957917434762e-10,1.338690003526067e-02
2174,7.4956777290718832672e-53,6.431504904039256e-10,1.338356787967598e-02
2175,7.1834845584021324340e-53,6.424063846944571e-10,1.338023783942750e-02
2176,6.8798742811960618054e-53,6.416634721537256e-10,1.337690991202838e-02
2177,6.5840616405855170959e-53,6.409217503259107e-10,1.337358409499575e-02
