n,eps_cinf,eps_hann,eps_std
1000,2.2496298763263822758e-36,4.500683964360534e-09,2.004859029334650e-02
1001,2.1042780467056090526e-36,4.489448289621318e-09,2.003840669388679e-02
1002,1.9656503532543347082e-36,4.478251826594621e-09,2.002823809075036e-02
1003,1.8329586100562746149e-36,4.467094399571664e-09,2.001808444641449e-02
1004,1.7069325991016210151e-36,4.455975833658691e-09,2.000794572348734e-02
1005,1.5868684756219305696e-36,4.444895954947089e-09,1.999782188470733e-02
1006,1.4733829774913666340e-36,4.433854590522825e-09,1.998771289294265e-02
1007,1.3658653590991694153e-36,4.422851568433263e-09,1.997761871119058e-02
1008,1.2648265223680182064e-36,4.411886717655254e-09,1.996753930257699e-02
1009,1.1697565700992458238e-36,4.400959868067828e-09,1.995747463035572e-02
1010,1.0810671275665294857e-36,4.390070850461794e-09,1.994742465790801e-02
1011,9.9835439092192114446e-37,4.379219496577646e-09,1.993738934874197e-02
1012,9.2193413714850167860e-37,4.368405639042449e-09,1.992736866649197e-02
1013,8.5150758967127466065e-37,4.357629111411033e-09,1.991736257491813e-02
1014,7.8729004566725946050e-37,4.346889748126503e-09,1.990737103790570e-02
1015,7.2907301546916359060e-37,4.336187384533882e-09,1.989739401946457e-02
1016,6.7695105302262838617e-37,4.325521856893307e-09,1.988743148372865e-02
1017,6.3076778824063489731e-37,4.314893002344633e-09,1.987748339495539e-02
1018,5.9045562759580303676e-37,4.304300658884710e-09,1.986754971752519e-02
1019,5.5584590086924795441e-37,4.293744665402503e-09,1.985763041594084e-02
1020,5.2665735890516399335e-37,4.283224861627694e-09,1.984772545482704e-02
1021,5.0264088635629375255e-37,4.272741088155032e-09,1.983783479892982e-02
1022,4.8328110182303640520e-37,4.262293186470300e-09,1.982795841311602e-02
1023,4.6822618172669667762e-37,4.251880998925405e-09,1.981809626237272e-02
1024,4.5678308333910502035e-37,4.241504368658187e-09,1.980824831180680e-02
1025,4.4854920286470259060e-37,4.231163139667413e-09,1.979841452664431e-02
1026,4.4277650712063048717e-37,4.220857156804711e-09,1.978859487223002e-02
1027,4.3909931226672930535e-37,4.210586265737574e-09,1.977878931402686e-02
1028,4.3683457066335282243e-37,4.200350312958056e-09,1.976899781761544e-02
1029,4.3571427823976112393e-37,4.190149145786205e-09,1.975922034869349e-02
1030,4.3518555285916399890e-37,4.179982612348167e-09,1.974945687307537e-02
1031,4.3509012531479028806e-37,4.169850561604877e-09,1.973970735669160e-02
1032,4.3501642804702647105e-37,4.159752843305014e-09,1.972997176558824e-02
1033,4.3489633839524130655e-37,4.149689307967191e-09,1.972025006592655e-02
1034,4.3444204230243044284e-37,4.139659806945586e-09,1.971054222398233e-02
1035,4.3364676365856543672e-37,4.129664192379028e-09,1.970084820614552e-02
1036,4.3232092151919610936e-37,4.119702317164005e-09,1.969116797891969e-02
1037,4.3049343823880469219e-37,4.109774035005440e-09,1.968150150892150e-02
1038,4.2804931176666578594e-37,4.099879200379763e-09,1.967184876288025e-02
1039,4.2503430411103995846e-37,4.090017668500362e-09,1.966220970763740e-02
1040,4.2138901976316595469e-37,4.080189295374368e-09,1.965258431014606e-02
1041,4.1716358067992792030e-37,4.070393937799706e-09,1.964297253747051e-02
1042,4.1233978931808666384e-37,4.060631453279545e-09,1.963337435678572e-02
1043,4.0696448701243895655e-37,4.050901700064994e-09,1.962378973537690e-02
1044,4.0104989843483267322e-37,4.041204537188398e-09,1.961421864063897e-02
1045,3.9463528658152556634e-37,4.031539824391839e-09,1.960466104007615e-02
1046,3.8775521276711631199e-37,4.021907422159190e-09,1.959511690130144e-02
1047,3.8043926198585986284e-37,4.012307191729511e-09,1.958558619203617e-02
1048,3.7273819483223290597e-37,4.002738995053338e-09,1.957606888010954e-02
1049,3.6467121844880746071e-37,3.993202694814103e-09,1.956656493345816e-02
1050,3.5630056884157815351e-37,3.983698154420920e-09,1.955707432012558e-02
1051,3.4763524143023931143e-37,3.974225237973813e-09,1.954759700826181e-02
1052,3.3874526407525817845e-37,3.964783810293318e-09,1.953813296612292e-02
1053,3.2963010234925544514e-37,3.955373736905579e-09,1.952868216207055e-02
1054,3.2036467373140397959e-37,3.945994884035830e-09,1.951924456457145e-02
1055,3.1093988383761746782e-37,3.936647118532295e-09,1.950982014219705e-02
1056,3.0143323748272392735e-37,3.927330308072732e-09,1.950040886362301e-02
1057,2.9182819095658553581e-37,3.918044321067745e-09,1.949101069762878e-02
1058,2.8220300479258951511e-37,3.908789026429264e-09,1.948162561309715e-02
1059,2.7253484272115868437e-37,3.899564293810089e-09,1.947225357901381e-02
1060,2.6290126574426846475e-37,3.890369993560592e-09,1.946289456446694e-02
1061,2.5327428792289482879e-37,3.881205996687296e-09,1.945354853864671e-02
1062,2.4372962128696143909e-37,3.872072174884862e-09,1.944421547084493e-02
1063,2.3423522210088718962e-37,3.862968400489843e-09,1.943489533045456e-02
1064,2.2486405560585227050e-37,3.853894546521818e-09,1.942558808696931e-02
1065,2.1558103923652950279e-37,3.844850486650019e-09,1.941629370998320e-02
1066,2.0645570259833006982e-37,3.835836095164240e-09,1.940701216919014e-02
1067,1.9745085873372735306e-37,3.826851247043837e-09,1.939774343438351e-02
1068,1.8863208740990670448e-37,3.817895817891070e-09,1.938848747545576e-02
1069,1.7996094254454422752e-37,3.808969683948444e-09,1.937924426239795e-02
1070,1.7149868637794338588e-37,3.800072722077438e-09,1.937001376529937e-02
1071,1.6320636996990780900e-37,3.791204809799271e-09,1.936079595434712e-02
1072,1.5514069348870050234e-37,3.782365825280559e-09,1.935159079982569e-02
1073,1.4726287594861515565e-37,3.773555647261603e-09,1.934239827211656e-02
1074,1.3962491446724912615e-37,3.764774155125163e-09,1.933321834169777e-02
1075,1.3218878735668885704e-37,3.756021228872725e-09,1.932405097914358e-02
1076,1.2500173483531632206e-37,3.747296749136214e-09,1.931489615512399e-02
1077,1.1802701421289120672e-37,3.738600597142825e-09,1.930575384040438e-02
1078,1.1130712834859260959e-37,3.729932654690376e-09,1.929662400584510e-02
1079,1.0480707088548707660e-37,3.721292804206482e-09,1.928750662240110e-02
1080,9.8564688871549915028e-38,3.712680928737613e-09,1.927840166112148e-02
1081,9.2547117677365235442e-38,3.704096911934457e-09,1.926930909314916e-02
1082,8.6787682721474630160e-38,3.695540637988368e-09,1.926022888972046e-02
1083,8.1256025663225431751e-38,3.687011991713411e-09,1.925116102216470e-02
1084,7.5981129106596488552e-38,3.678510858470583e-09,1.924210546190383e-02
1085,7.0935475452859197702e-38,3.670037124200907e-09,1.923306218045206e-02
1086,6.6143919836595604293e-38,3.661590675495237e-09,1.922403114941543e-02
1087,6.1582097408938418406e-38,3.653171399485404e-09,1.921501234049150e-02
1088,5.7270975964771990088e-38,3.644779183828456e-09,1.920600572546888e-02
1089,5.3189631217508108645e-38,3.636413916793797e-09,1.919701127622696e-02
1090,4.9355385110689808629e-38,3.628075487211159e-09,1.918802896473545e-02
1091,4.5750992553565830715e-38,3.619763784414894e-09,1.917905876305404e-02
1092,4.2390320880131477686e-38,3.611478698351513e-09,1.917010064333202e-02
1093,3.9259918963557390581e-38,3.603220119534335e-09,1.916115457780794e-02
1094,3.6370232564443128390e-38,3.594987938986600e-09,1.915222053880919e-02
1095,3.3711431522170868206e-38,3.586782048316694e-09,1.914329849875170e-02
1096,3.1290220904665095808e-38,3.578602339647218e-09,1.913438843013951e-02
1097,2.9099653645254102830e-38,3.570448705576467e-09,1.912549030556445e-02
1098,2.7141771218981741492e-38,3.562321039372587e-09,1.911660409770579e-02
1099,2.5410914273301792068e-38,3.554219234835264e-09,1.910772977932982e-02
1100,2.3902854849259694265e-38,3.546143186199208e-09,1.909886732328956e-02
1101,2.2610848285091653137e-38,3.538092788230215e-09,1.909001670252440e-02
1102,2.1522708001149001299e-38,3.530067936244705e-09,1.908117789005968e-02
1103,2.0628449481036978441e-38,3.522068526139854e-09,1.907235085900644e-02
1104,1.9907663269631246918e-38,3.514094454275627e-09,1.906353558256097e-02
1105,1.9346826265176526791e-38,3.506145617476850e-09,1.905473203400454e-02
1106,1.8919735911017386800e-38,3.498221913159066e-09,1.904594018670302e-02
1107,1.8611449561420163840e-38,3.490323239257955e-09,1.903716001410653e-02
1108,1.8394339713839874699e-38,3.482449494167827e-09,1.902839148974911e-02
1109,1.8255060634162383778e-38,3.474600576788934e-09,1.901963458724839e-02
1110,1.8168558024810006803e-38,3.466776386532251e-09,1.901088928030523e-02
1111,1.8125047763615171212e-38,3.458976823317031e-09,1.900215554270338e-02
1112,1.8104162490909198573e-38,3.451201787557643e-09,1.899343334830917e-02
1113,1.8100031200768860022e-38,3.443451180145584e-09,1.898472267107116e-02
1114,1.8097322257429023675e-38,3.435724902451935e-09,1.897602348501980e-02
1115,1.8093399777332372203e-38,3.428022856345925e-09,1.896733576426712e-02
1116,1.8077372204595504875e-38,3.420344944205146e-09,1.895865948300638e-02
1117,1.8048849628849145102e-38,3.412691068866149e-09,1.894999461551176e-02
1118,1.8000507506322181422e-38,3.405061133632734e-09,1.894134113613801e-02
1119,1.7933305933408549125e-38,3.397455042268785e-09,1.893269901932017e-02
1120,1.7842663860393245137e-38,3.389872699067075e-09,1.892406823957319e-02
1121,1.7730217272390888430e-38,3.382314008796608e-09,1.891544877149165e-02
1122,1.7593456637418745007e-38,3.374778876590546e-09,1.890684058974944e-02
1123,1.7434235859491864435e-38,3.367267208113140e-09,1.889824366909941e-02
1124,1.7251599001512748439e-38,3.359778909511074e-09,1.888965798437308e-02
1125,1.7047328693958988711e-38,3.352313887349498e-09,1.888108351048033e-02
1126,1.6821630632334641238e-38,3.344872048665985e-09,1.887252022240908e-02
1127,1.6576046613705145054e-38,3.337453300951198e-09,1.886396809522495e-02
1128,1.6311647123326510769e-38,3.330057552168451e-09,1.885542710407100e-02
1129,1.6029644164221407518e-38,3.322684710709168e-09,1.884689722416738e-02
1130,1.5731746042558230076e-38,3.315334685357443e-09,1.883837843081104e-02
1131,1.5418798614725814368e-38,3.308007385386153e-09,1.882987069937543e-02
1132,1.5092972239124986282e-38,3.300702720554702e-09,1.882137400531018e-02
1133,1.4754743722175045718e-38,3.293420601034419e-09,1.881288832414083e-02
1134,1.4406607627535600903e-38,3.286160937409412e-09,1.880441363146846e-02
1135,1.4048689429677237679e-38,3.278923640707771e-09,1.879594990296948e-02
1136,1.3683698633850351864e-38,3.271708622380409e-09,1.878749711439525e-02
1137,1.3311439221349087213e-38,3.264515794286953e-09,1.877905524157185e-02
1138,1.2934748361484751985e-38,3.257345068715773e-09,1.877062426039973e-02
1139,1.2553144899684019883e-38,3.250196358427056e-09,1.876220414685346e-02
1140,1.2169523652384723883e-38,3.243069576594814e-09,1.875379487698140e-02
1141,1.1783157531587362050e-38,3.235964636787902e-09,1.874539642690544e-02
1142,1.1396942792709256790e-38,3.228881452950940e-09,1.873700877282069e-02
1143,1.1009946073387551911e-38,3.221819939489897e-09,1.872863189099519e-02
1144,1.0625020089000993362e-38,3.214780011235126e-09,1.872026575776964e-02
1145,1.0241063790336269366e-38,3.207761583409840e-09,1.871191034955711e-02
1146,9.8608506278410603992e-39,3.200764571674989e-09,1.870356564284274e-02
1147,9.4831484335226853618e-39,3.193788892032164e-09,1.869523161418347e-02
1148,9.1106233736236900258e-39,3.186834460912551e-09,1.868690824020778e-02
1149,8.7419461567951476521e-39,3.179901195133042e-09,1.867859549761534e-02
1150,8.3796541102104610613e-39,3.172989011921080e-09,1.867029336317681e-02
1151,8.0223519596603759101e-39,3.166097828990250e-09,1.866200181373353e-02
1152,7.6724320885847435310e-39,3.159227564320006e-09,1.865372082619723e-02
1153,7.3284614311402660835e-39,3.152378136242795e-09,1.864545037754978e-02
1154,6.9926759308589832735e-39,3.145549463593081e-09,1.863719044484289e-02
1155,6.6636300100286043661e-39,3.138741465567118e-09,1.862894100519787e-02
1156,6.3433955781802436757e-39,3.131954061734575e-09,1.862070203580534e-02
1157,6.0305370466498182137e-39,3.125187172056195e-09,1.861247351392494e-02
1158,5.7269580023934870109e-39,3.118440716867777e-09,1.860425541688512e-02
1159,5.4312527706254502559e-39,3.111714616858843e-09,1.859604772208280e-02
1160,5.1451551285382404422e-39,3.105008793117551e-09,1.858785040698316e-02
1161,4.8673069209079175633e-39,3.098323167115853e-09,1.857966344911937e-02
1162,4.5992730055288672563e-39,3.091657660674111e-09,1.857148682609227e-02
1163,4.3397583338021452077e-39,3.085012195999703e-09,1.856332051557020e-02
1164,4.0901617590157196173e-39,3.078386695657322e-09,1.855516449528865e-02
1165,3.8492652425945240625e-39,3.071781082575930e-09,1.854701874305007e-02
1166,3.6183062797137313149e-39,3.065195280050769e-09,1.853888323672355e-02
1167,3.3961564165112194231e-39,3.058629211728916e-09,1.853075795424463e-02
1168,3.1838979151176910351e-39,3.052082801619371e-09,1.852264287361498e-02
1169,2.9805034939337457831e-39,3.045555974114494e-09,1.851453797290219e-02
1170,2.7869075278440879989e-39,3.039048653963677e-09,1.850644323023948e-02
1171,2.6021947550620332237e-39,3.032560766236877e-09,1.849835862382551e-02
1172,2.4271598611359791418e-39,3.026092236363254e-09,1.849028413192403e-02
1173,2.2610096777762206284e-39,3.019642990099179e-09,1.848221973286373e-02
1174,2.1044075385747687599e-39,3.013212953580430e-09,1.847416540503793e-02
1175,1.9566909568073558037e-39,3.006802053300857e-09,1.846612112690434e-02
1176,1.8183988631660018155e-39,3.000410216073698e-09,1.845808687698485e-02
1177,1.6890044117430639971e-39,2.994037369071679e-09,1.845006263386524e-02
1178,1.5689245369442152564e-39,2.987683439800846e-09,1.844204837619495e-02
1179,1.4577646295443287916e-39,2.981348356081466e-09,1.843404408268684e-02
1180,1.3558117543842140931e-39,2.975032046085263e-09,1.842604973211697e-02
1181,1.2627834840825333066e-39,2.968734438343728e-09,1.841806530332432e-02
1182,1.1788107847790707178e-39,2.962455461693690e-09,1.841009077521057e-02
1183,1.1036766102617163434e-39,2.956195045275450e-09,1.840212612673986e-02
1184,1.0373059452769767110e-39,2.949953118610357e-09,1.839417133693855e-02
1185,9.7947098902091387288e-40,2.943729611533150e-09,1.838622638489498e-02
1186,9.2982842281546464188e-40,2.937524454189933e-09,1.837829124975927e-02
1187,8.8805629191575643830e-40,2.931337577071987e-09,1.837036591074301e-02
1188,8.5350913452372889204e-40,2.925168910973783e-09,1.836245034711911e-02
1189,8.2573078969199014860e-40,2.919018387003176e-09,1.835454453822151e-02
1190,8.0381998590824464035e-40,2.912885936598762e-09,1.834664846344498e-02
1191,7.8722872695773140033e-40,2.906771491550180e-09,1.833876210224487e-02
1192,7.7493156744060187812e-40,2.900674983892236e-09,1.833088543413692e-02
1193,7.6638948020447455215e-40,2.894596345977039e-09,1.832301843869696e-02
1194,7.6060749538254785975e-40,2.888535510528944e-09,1.831516109556075e-02
1195,7.5714723263284424465e-40,2.882492410548675e-09,1.830731338442374e-02
1196,7.5515239873898226646e-40,2.876466979331257e-09,1.829947528504081e-02
1197,7.5432511207386173784e-40,2.870459150510451e-09,1.829164677722610e-02
1198,7.5398916192280547091e-40,2.864468858022357e-09,1.828382784085274e-02
1199,7.5397964628393634130e-40,2.858496036062427e-09,1.827601845585266e-02
1200,7.5379466211469629824e-40,2.852540619142640e-09,1.826821860221634e-02
1201,7.5337174527867200864e-40,2.846602542116948e-09,1.826042825999264e-02
1202,7.5235675204251447327e-40,2.840681740092071e-09,1.825264740928852e-02
1203,7.5075556783756793723e-40,2.834778148480313e-09,1.824487603026887e-02
1204,7.4833142829083378907e-40,2.828891703014674e-09,1.823711410315627e-02
1205,7.4512999473814590871e-40,2.823022339697299e-09,1.822936160823077e-02
1206,7.4100495768142676376e-40,2.817169994818080e-09,1.822161852582970e-02
1207,7.3602083733512564821e-40,2.811334604977624e-09,1.821388483634744e-02
1208,7.3010015476631618009e-40,2.805516107055650e-09,1.820616052023520e-02
1209,7.2331218808698547352e-40,2.799714438211553e-09,1.819844555800082e-02
1210,7.1563159090249885295e-40,2.793929535886455e-09,1.819073993020857e-02
1211,7.0712349297963694390e-40,2.788161337793888e-09,1.818304361747892e-02
1212,6.9780192812095864331e-40,2.782409781972256e-09,1.817535660048832e-02
1213,6.8772264645736819021e-40,2.776674806752839e-09,1.816767885996904e-02
1214,6.7692929192754689975e-40,2.770956350687829e-09,1.816001037670891e-02
1215,6.6546549806478414082e-40,2.765254352566744e-09,1.815235113155116e-02
1216,6.5339695979761003330e-40,2.759568751550363e-09,1.814470110539416e-02
1217,6.4075410425274839621e-40,2.753899487099933e-09,1.813706027919129e-02
1218,6.2761875794450804700e-40,2.748246498880584e-09,1.812942863395066e-02
1219,6.1400811355078166043e-40,2.742609726817608e-09,1.812180615073496e-02
1220,6.0001543952958519187e-40,2.736989111144297e-09,1.811419281066125e-02
1221,5.8564533066763525011e-40,2.731384592367118e-09,1.810658859490072e-02
1222,5.7099874556031460657e-40,2.725796111210998e-09,1.809899348467855e-02
1223,5.5606871515406447145e-40,2.720223608707010e-09,1.809140746127369e-02
1224,5.4096086528492729371e-40,2.714667026154202e-09,1.808383050601862e-02
1225,5.2565791583075169755e-40,2.709126305106713e-09,1.807626260029922e-02
1226,5.1026771437607147654e-40,2.703601387369238e-09,1.806870372555452e-02
1227,4.9476402211777156591e-40,2.698092215007256e-09,1.806115386327654e-02
1228,4.7925492841463520313e-40,2.692598730376629e-09,1.805361299501010e-02
1229,4.6370660902916923534e-40,2.687120876066459e-09,1.804608110235256e-02
1230,4.4822579624039906034e-40,2.681658594927448e-09,1.803855816695374e-02
1231,4.3277242313887019933e-40,2.676211830040275e-09,1.803104417051561e-02
1232,4.1745058208200728819e-40,2.670780524780954e-09,1.802353909479219e-02
1233,4.0221524317591051517e-40,2.665364622810984e-09,1.801604292158932e-02
1234,3.8716684066814112733e-40,2.659964067932256e-09,1.800855563276446e-02
1235,3.7225657863048844565e-40,2.654578804227016e-09,1.800107721022653e-02
1236,3.5758043829897274846e-40,2.649208776110994e-09,1.799360763593570e-02
1237,3.4308696125078768267e-40,2.643853928189507e-09,1.798614689190324e-02
1238,3.2886707015517002841e-40,2.638514205290576e-09,1.797869496019127e-02
1239,3.1486764986203439660e-40,2.633189552534930e-09,1.797125182291264e-02
1240,3.0117411998934868327e-40,2.627879915254105e-09,1.796381746223072e-02
1241,2.8773261677690910011e-40,2.622585239044954e-09,1.795639186035920e-02
1242,2.7462274954850583443e-40,2.617305469712152e-09,1.794897499956192e-02
1243,2.6179071976396574045e-40,2.612040553285672e-09,1.794156686215271e-02
1244,2.4931013622476652863e-40,2.606790436117497e-09,1.793416743049519e-02
1245,2.3712799092060585335e-40,2.601555064742929e-09,1.792677668700256e-02
1246,2.2531180170809451041e-40,2.596334385923652e-09,1.791939461413750e-02
1247,2.1380999551315641701e-40,2.591128346649409e-09,1.791202119441191e-02
1248,2.0268399403166489755e-40,2.585936894201936e-09,1.790465641038676e-02
1249,1.9188423173148166448e-40,2.580759976075906e-09,1.789730024467194e-02
1250,1.8146610184905757253e-40,2.575597539918009e-09,1.788995267992605e-02
1251,1.7138255751639446066e-40,2.570449533683668e-09,1.788261369885625e-02
1252,1.6168309386563012646e-40,2.565315905566682e-09,1.787528328421804e-02
1253,1.5232364353973221896e-40,2.560196603936396e-09,1.786796141881516e-02
1254,1.4334798791621570027e-40,2.555091577396855e-09,1.786064808549935e-02
1255,1.3471546117231786455e-40,2.550000774820824e-09,1.785334326717020e-02
1256,1.2646436133961001655e-40,2.544924145281523e-09,1.784604694677500e-02
1257,1.1855781749647216752e-40,2.539861638057957e-09,1.783875910730854e-02
1258,1.1102891157647865751e-40,2.534813202644022e-09,1.783147973181295e-02
1259,1.0384493761362314141e-40,2.529778788782394e-09,1.782420880337753e-02
1260,9.7034050555008237423e-41,2.524758346431123e-09,1.781694630513860e-02
1261,9.0568048958002503757e-41,2.519751825723336e-09,1.780969222027928e-02
1262,8.4470441678096406341e-41,2.514759177065075e-09,1.780244653202940e-02
1263,7.8717805772162068123e-41,2.509780351069772e-09,1.779520922366526e-02
1264,7.3329213833276359046e-41,2.504815298547872e-09,1.778798027850950e-02
1265,6.8286139547467490485e-41,2.499863970554409e-09,1.778075967993096e-02
1266,6.3603234695516044681e-41,2.494926318319613e-09,1.777354741134444e-02
1267,5.9266649102608579572e-41,2.490002293272495e-09,1.776634345621063e-02
1268,5.5286224853131018626e-41,2.485091847106638e-09,1.775914779803586e-02
1269,5.1651933812214029241e-41,2.480194931695709e-09,1.775196042037201e-02
1270,4.8367747113617495134e-41,2.475311499104938e-09,1.774478130681631e-02
1271,4.5425652519291156673e-41,2.470441501632322e-09,1.773761044101117e-02
1272,4.2821894320231041618e-41,2.465584891773082e-09,1.773044780664405e-02
1273,4.0547716952065286141e-41,2.460741622212392e-09,1.772329338744728e-02
1274,3.8589471154071228276e-41,2.455911645869171e-09,1.771614716719793e-02
1275,3.6934796135714786836e-41,2.451094915887506e-09,1.770900912971761e-02
1276,3.5559109539172751203e-41,2.446291385563908e-09,1.770187925887233e-02
1277,3.4445187823817604297e-41,2.441501008388634e-09,1.769475753857237e-02
1278,3.3559265999514175713e-41,2.436723738071598e-09,1.768764395277206e-02
1279,3.2880812673838721868e-41,2.431959528576914e-09,1.768053848546972e-02
1280,3.2371500600128161687e-41,2.427208333969596e-09,1.767344112070741e-02
1281,3.2011014973158767971e-41,2.422470108455487e-09,1.766635184257084e-02
1282,3.1761893652938053778e-41,2.417744806631058e-09,1.765927063518918e-02
1283,3.1607308061335111222e-41,2.413032383256675e-09,1.765219748273492e-02
1284,3.1514584928104226381e-41,2.408332793167736e-09,1.764513236942374e-02
1285,3.1471929441222838328e-41,2.403645991448991e-09,1.763807527951432e-02
1286,3.1453109488522453433e-41,2.398971933374871e-09,1.763102619730822e-02
1287,3.1451246833391270557e-41,2.394310574380911e-09,1.762398510714970e-02
1288,3.1446506546967670290e-41,2.389661870150200e-09,1.761695199342561e-02
1289,3.1435925783929178285e-41,2.385025776561799e-09,1.760992684056521e-02
1290,3.1405208171825528324e-41,2.380402249616220e-09,1.760290963304002e-02
1291,3.1354104275350969340e-41,2.375791245502884e-09,1.759590035536372e-02
1292,3.1272794111821084004e-41,2.371192720655466e-09,1.758889899209192e-02
1293,3.1162689371756856451e-41,2.366606631688615e-09,1.758190552782210e-02
1294,3.1017468725068297614e-41,2.362032935362924e-09,1.757491994719342e-02
1295,3.0839407266732376565e-41,2.357471588630945e-09,1.756794223488655e-02
1296,3.0624877943216412430e-41,2.352922548642616e-09,1.756097237562360e-02
1297,3.0376463604668313768e-41,2.348385772701129e-09,1.755401035416791e-02
1298,3.0092600225495495390e-41,2.343861218316913e-09,1.754705615532392e-02
1299,2.9775814827071990910e-41,2.339348843196866e-09,1.754010976393707e-02
1300,2.9426119052582677513e-41,2.334848605206849e-09,1.753317116489359e-02
1301,2.9045760554615080532e-41,2.330360462386734e-09,1.752624034312042e-02
1302,2.8635950538489664567e-41,2.325884372936386e-09,1.751931728358503e-02
1303,2.8198531274348750524e-41,2.321420295263372e-09,1.751240197129530e-02
1304,2.7735621089600393086e-41,2.316968187939920e-09,1.750549439129937e-02
1305,2.7248596848804051056e-41,2.312528009701541e-09,1.749859452868551e-02
1306,2.6740254146066305115e-41,2.308099719462211e-09,1.749170236858198e-02
1307,2.6211488074037289579e-41,2.303683276322346e-09,1.748481789615686e-02
1308,2.5665588779172162243e-41,2.299278639551858e-09,1.747794109661798e-02
1309,2.5102981414692347705e-41,2.294885768586613e-09,1.747107195521274e-02
1310,2.4527303963416915291e-41,2.290504623028275e-09,1.746421045722795e-02
1311,2.3938541091387681590e-41,2.286135162583659e-09,1.745735658798975e-02
1312,2.3340559862530529922e-41,2.281777347262000e-09,1.745051033286344e-02
1313,2.2732944328805469858e-41,2.277431137194443e-09,1.744367167725336e-02
1314,2.2119693991159796772e-41,2.273096492628184e-09,1.743684060660275e-02
1315,2.1500037701587180958e-41,2.268773374056714e-09,1.743001710639362e-02
1316,2.0878028544969302636e-41,2.264461742053728e-09,1.742320116214659e-02
1317,2.0252587836926555489e-41,2.260161557370758e-09,1.741639275942082e-02
1318,1.9627757934400334948e-41,2.255872780948263e-09,1.740959188381382e-02
1319,1.9002200328974559145e-41,2.251595373897914e-09,1.740279852096135e-02
1320,1.8379894384026259565e-41,2.247329297490684e-09,1.739601265653727e-02
1321,1.7759288080623920416e-41,2.243074513127106e-09,1.738923427625343e-02
1322,1.7144255613013394929e-41,2.238830982377542e-09,1.738246336585952e-02
1323,1.6533075442485090311e-41,2.234598667022033e-09,1.737569991114296e-02
1324,1.5929482943103531412e-41,2.230377528962895e-09,1.736894389792877e-02
1325,1.5331628167132041709e-41,2.226167530220252e-09,1.736219531207942e-02
1326,1.4743081265041737927e-41,2.221968633031731e-09,1.735545413949472e-02
1327,1.4161901812679919089e-41,2.217780799758251e-09,1.734872036611172e-02
1328,1.3591474522281232222e-41,2.213603992937584e-09,1.734199397790452e-02
1329,1.3029803134308240328e-41,2.209438175316349e-09,1.733527496088420e-02
1330,1.2480072006779809725e-41,2.205283309668748e-09,1.732856330109866e-02
1331,1.1940260414099010261e-41,2.201139358964282e-09,1.732185898463253e-02
1332,1.1413341986923346315e-41,2.197006286378242e-09,1.731516199760702e-02
1333,1.0897299748980966645e-41,2.192884055195576e-09,1.730847232617979e-02
1334,1.0394890127505101661e-41,2.188772628874940e-09,1.730178995654487e-02
1335,9.9041251485161301221e-42,2.184671971042032e-09,1.729511487493246e-02
1336,9.4275409042128183567e-42,2.180582045422460e-09,1.728844706760890e-02
1337,8.9632009625973310621e-42,2.176502815871950e-09,1.728178652087648e-02
1338,8.5134208222100524245e-42,2.172434246465734e-09,1.727513322107336e-02
1339,8.0763357154299689411e-42,2.168376301412976e-09,1.726848715457341e-02
1340,7.6540427622433216523e-42,2.164328945040490e-09,1.726184830778612e-02
1341,7.2447668991757942645e-42,2.160292141845438e-09,1.725521666715648e-02
1342,6.8503912209606475899e-42,2.156265856462100e-09,1.724859221916485e-02
1343,6.4692466891507479144e-42,2.152250053627376e-09,1.724197495032685e-02
1344,6.1030085805228622061e-42,2.148244698273296e-09,1.723536484719321e-02
1345,5.7501288578012942488e-42,2.144249755519061e-09,1.722876189634972e-02
1346,5.4120827831342117297e-42,2.140265190541231e-09,1.722216608441705e-02
1347,5.0874572935960154184e-42,2.136290968648090e-09,1.721557739805064e-02
1348,4.7775367486112546379e-42,2.132327055343810e-09,1.720899582394063e-02
1349,4.4810562422081029313e-42,2.128373416288726e-09,1.720242134881169e-02
1350,4.1991192129109990391e-42,2.124430017244517e-09,1.719585395942294e-02
1351,3.9306211789001706055e-42,2.120496824092461e-09,1.718929364256782e-02
1352,3.6764946680603134520e-42,2.116573802903306e-09,1.718274038507397e-02
1353,3.4358060983436764829e-42,2.112660919885860e-09,1.717619417380316e-02
1354,3.2093254037696846998e-42,2.108758141343212e-09,1.716965499565109e-02
1355,2.9962962153353318141e-42,2.104865433710216e-09,1.716312283754737e-02
1356,2.7973291112671510803e-42,2.100982763606566e-09,1.715659768645535e-02
1357,2.6118421179968117948e-42,2.097110097785870e-09,1.715007952937202e-02
1358,2.4402786503903310170e-42,2.093247403079571e-09,1.714356835332791e-02
1359,2.2822106419453898064e-42,2.089394646468600e-09,1.713706414538697e-02
1360,2.1378869483030676269e-42,2.085551795125505e-09,1.713056689264647e-02
1361,2.0069842377084794199e-42,2.081718816321786e-09,1.712407658223686e-02
1362,1.8895025214044241457e-42,2.077895677420010e-09,1.711759320132171e-02
1363,1.7851390345858662487e-42,2.074082345982621e-09,1.711111673709755e-02
1364,1.6935691013043571150e-42,2.070278789679316e-09,1.710464717679377e-02
1365,1.6144052544304469236e-42,2.066484976248733e-09,1.709818450767258e-02
1366,1.5469340892810173876e-42,2.062700873618197e-09,1.709172871702877e-02
